"File","SLOC","Comments","Ratio_code_comment","McCabe","NumFiles","Ownership_Lines","Minor_Lines","Major_lines","LineAuthors","Commits","LineAdded","LineDeleted","CommitAuthors","Ownership_Commits","Minor_Commits","Major_Commits","HasBug","BugCount"
"hadoop-common-project/hadoop-common/src/test/aop/org/apache/hadoop/fi",59,85,1.535,2.5,2,0.981012658227848,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/system/c++/runAs",98,61,0.685,6.5,2,0.994117647058824,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/system/validation/org/apache/hadoop/util",22,23,1.05,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/system/java/org/apache/hadoop/test/system",845,742,1.78428571428571,8.57142857142857,7,0.996575342465753,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/system/java/org/apache/hadoop/test/system/process",390,211,2.52,5.25,4,0.99702823179792,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/system/java/org/apache/hadoop/util",144,61,1.22,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test",481,406,1.22285714285714,1.85714285714286,7,0.429435483870968,1,4,5,2,67,9,2,0.5,0,2,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/log",241,60,0.32,2,2,0.775862068965517,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",7534,2017,0.512444444444444,5.93333333333333,45,0.260960523922139,19,5,24,6,303,179,5,0.333333333333333,0,5,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/permission",641,31,0.05,27,1,0.820659971305595,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/viewfs",1691,716,0.765882352941176,0.411764705882353,17,0.978648932446622,2,1,3,1,49,1,1,1,0,1,1,9
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/loadGenerator",678,317,0.503333333333333,37.6666666666667,3,0.965867158671587,5,1,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/s3",257,125,0.987142857142857,2,7,0.973509933774834,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/shell",229,63,0.366666666666667,1,3,1,0,1,1,1,128,28,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/s3native",323,83,1.025,7.25,4,0.632016632016632,0,3,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/kfs",230,57,0.245,6.5,2,0.983050847457627,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/jmx",51,18,0.35,0,1,0.841463414634146,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net",415,175,0.554,4.2,5,0.604754829123328,6,3,9,3,160,0,3,0.333333333333333,0,3,1,3
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/ganglia",8,26,3.25,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl",714,297,0.862222222222222,1.55555555555556,9,0.770104895104895,1,3,4,1,43,0,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/filter",85,43,0.51,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib",342,102,0.448,1.6,5,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/source",27,17,0.63,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util",142,47,0.435,1,2,0.925581395348837,0,2,2,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/record",823,158,0.243333333333333,7.5,6,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io",2832,803,0.383548387096774,6.16129032258065,31,0.562222741069344,10,2,12,1,16,15,1,1,0,1,1,1
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/nativeio",215,37,0.17,5,1,0.512455516014235,1,2,3,2,62,1,2,0.5,0,2,1,2
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile",3386,722,0.690952380952381,12.2380952380952,21,0.930302380441776,3,1,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry",398,86,0.2825,2.5,4,0.523049645390071,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer",72,64,0.89,0,3,0.320512820512821,0,4,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro",91,34,0.565,6,2,0.993055555555556,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress",955,133,0.156666666666667,16,3,0.357142857142857,3,3,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http",824,331,0.57875,3.625,8,0.207822085889571,4,7,11,3,52,7,2,0.666666666666667,0,2,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http/resource",35,22,0.63,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http/lib",49,17,0.35,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics",72,22,0.31,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/ganglia",17,19,1.12,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/spi",17,17,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/tools",93,18,0.19,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security",1013,204,0.417142857142857,3.14285714285714,7,0.523913043478261,5,6,11,1,1,1,1,1,0,1,1,3
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token",60,25,0.42,12,1,0.622448979591837,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation",314,35,0.11,4,1,0.771794871794872,2,3,5,1,2,0,1,1,0,1,1,1
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize",415,122,0.315,1,2,0.276083467094703,1,5,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/conf",1304,257,0.5,4.14285714285714,7,0.318181818181818,4,6,10,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/cli",343,99,0.45,27.5,2,0.918163672654691,2,2,4,1,2,2,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/cli/util",272,362,2.55142857142857,0.5,14,0.768913342503439,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/util",1601,389,0.345,5.5,14,0.296456352636128,9,5,14,2,21,2,2,0.5,0,2,0,0
"hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc",2226,408,0.473,10,10,0.245810055865922,13,6,19,1,1,2,1,1,0,1,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop",28,73,2.56,0,2,0.605263157894737,0,3,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/log",240,185,1.25333333333333,6.66666666666667,3,0.564655172413793,3,3,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/log/metrics",63,23,0.37,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",8675,6170,1.03166666666667,13.5333333333333,60,0.433388308594466,21,3,24,5,165,153,4,0.4,0,4,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission",481,300,1.04,5.85714285714286,7,0.516273849607183,4,2,6,1,14,8,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/viewfs",1885,708,0.85375,11.375,8,0.99896978021978,2,1,3,1,2,2,1,1,0,1,1,6
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local",153,129,1.56,1,4,0.572847682119205,0,3,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp",581,222,0.7,11.2,5,0.842285714285714,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3",1412,331,0.713846153846154,11.3846153846154,13,0.937406855439642,4,1,5,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/shell",2129,1093,0.688636363636364,8.54545454545454,22,0.638457269700333,5,2,7,2,430,197,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3native",838,190,0.745,13.1666666666667,6,0.850515463917526,2,3,5,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs",559,138,0.473333333333333,8.16666666666667,6,0.912470023980815,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/jmx",239,148,10.27,16.5,2,0.757281553398058,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/net",1797,1292,1.20615384615385,17.5384615384615,13,0.821166813251246,8,2,10,4,421,128,3,0.5,0,3,1,3
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2",259,937,7.019375,0.125,16,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/sink",64,40,2.17,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/sink/ganglia",431,305,1.018,8.8,5,0.917464114832536,0,2,2,1,69,0,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/impl",1745,514,0.744545454545455,5.09090909090909,22,0.996487119437939,1,1,2,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/filter",147,96,1.9125,4.75,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/lib",1154,724,1.02571428571429,4.23809523809524,21,0.993870815652994,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/annotation",39,88,2.67333333333333,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/source",158,44,0.44,6,2,0.885964912280702,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/util",313,274,1.45,3.83333333333333,6,0.954128440366973,1,1,2,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record",1395,679,1.27153846153846,10.3076923076923,13,0.95583864118896,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/meta",407,301,0.801428571428571,4.28571428571429,7,0.936645962732919,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler",1901,575,0.596666666666667,2.95238095238095,21,0.956124956124956,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/ant",68,64,0.94,5,1,0.944444444444444,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/generated",1939,317,0.722857142857143,43.5714285714286,7,0.975943591870593,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io",7109,3756,1.05527272727273,12.9272727272727,55,0.823088697333441,12,1,13,2,107,55,2,0.5,0,2,1,2
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/nativeio",186,143,1.4925,0.75,4,0.664756446991404,0,3,3,1,80,0,1,1,0,1,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/file/tfile",2962,2017,1.03923076923077,20,13,0.963864172870892,5,1,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/retry",372,324,2.2725,2.5,8,0.534883720930233,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/serializer",298,252,1.73125,1.375,8,0.8171875,3,2,5,1,19,10,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/serializer/avro",184,101,1.1375,0.75,4,0.733532934131736,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress",1363,1170,1.87315789473684,7.47368421052632,19,0.647552447552448,4,4,8,1,9,11,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/bzip2",2368,860,0.885714285714286,66.8571428571429,7,0.883864062081884,3,2,5,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/snappy",325,267,1.5025,7,4,0.965722801788376,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/zlib",861,540,1.09,13.5714285714286,7,0.521197007481297,4,2,6,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/http",785,414,2.65333333333333,13.8333333333333,6,0.640061396776669,11,3,14,5,78,16,3,0.4,0,3,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/http/lib",104,28,0.27,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics",350,506,2.63428571428571,3.14285714285714,7,0.943396226415094,3,1,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/jvm",161,69,2.01333333333333,5.66666666666667,3,0.850393700787402,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/ganglia",254,97,0.48,12,2,0.551378446115288,2,2,4,1,6,0,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/file",85,53,0.62,8,1,0.902597402597403,2,2,4,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/util",520,469,1.38,4.1,10,0.959038290293856,2,1,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/spi",711,524,1.07444444444444,6.11111111111111,9,0.951694304253785,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/tools",61,95,3.14,1,3,0.879310344827586,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security",2557,1543,1.1404347826087,12.2173913043478,23,0.411621741051701,8,4,12,3,72,22,3,0.333333333333333,0,3,1,2
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/token",352,321,1.82571428571429,1.71428571428571,7,0.529411764705882,2,4,6,3,122,6,3,0.333333333333333,0,3,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/token/delegation",540,177,0.972,9,5,0.71105527638191,5,4,9,1,15,0,1,1,0,1,1,2
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/authorize",497,364,1.41125,7.5,8,0.425598335067638,4,5,9,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf",1407,969,1.40111111111111,20.5555555555556,9,0.494266055045872,8,4,12,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util",4203,2210,1.33222222222222,9.55555555555556,36,0.626773684964885,16,3,19,2,32,5,2,0.5,0,2,1,1
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/bloom",883,811,1.8075,15.125,8,0.980208333333333,2,1,3,1,1,1,1,1,0,1,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/hash",190,249,1.21666666666667,4.33333333333333,3,0.970464135021097,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc",3505,1600,1.638,17.4,20,0.436034115138593,15,4,19,6,38,59,3,0.666666666666667,0,3,1,2
"hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/metrics",115,120,1.95666666666667,0,3,0.566037735849057,0,5,5,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/native/src",66,34,0.52,2,1,0.843478260869565,1,2,3,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/native/src/org/apache/hadoop/io/nativeio",430,155,1.122,8.2,5,0.776611694152924,0,2,2,1,81,0,1,1,0,1,1,3
"hadoop-common-project/hadoop-common/src/main/native/src/org/apache/hadoop/io/compress/snappy",193,67,0.426666666666667,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/native/src/org/apache/hadoop/io/compress/zlib",517,91,0.3,13.3333333333333,3,0.989884393063584,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-common/src/main/native/src/org/apache/hadoop/security",307,98,0.316666666666667,18.3333333333333,3,0.689189189189189,0,2,2,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-common/src/main/native/src/org/apache/hadoop/util",1651,263,0.731666666666667,11,6,1,0,1,1,1,505,8,1,1,0,1,1,1
"hadoop-common-project/hadoop-annotations/src/main/java/org/apache/hadoop/classification",23,63,2.745,0,2,0.926315789473684,0,2,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-annotations/src/main/java/org/apache/hadoop/classification/tools",338,133,1.23833333333333,12.5,6,1,0,1,1,1,12,0,1,1,0,1,0,0
"hadoop-common-project/hadoop-auth-examples/src/main/java/org/apache/hadoop/security/authentication/examples",206,48,0.413333333333333,4.33333333333333,3,0.985865724381625,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication",94,16,0.17,2,1,0.984496124031008,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/client",319,53,0.1825,1,4,0.972222222222222,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server",809,71,0.1325,2.25,4,0.987329434697856,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/util",126,36,0.285,0,2,0.983425414364641,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-common-project/hadoop-auth/src/main/java/org/apache/hadoop/security/authentication/client",318,320,2.186,5.8,5,0.985855728429986,1,1,2,0,0,0,0,0,0,0,1,1
"hadoop-common-project/hadoop-auth/src/main/java/org/apache/hadoop/security/authentication/server",567,498,1.758,10.2,5,0.980189491817399,1,1,2,2,1,3,1,1,0,1,0,0
"hadoop-common-project/hadoop-auth/src/main/java/org/apache/hadoop/security/authentication/util",310,171,1.47333333333333,12.6666666666667,3,0.994296577946768,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vertica/src/test/org/apache/hadoop/vertica",494,130,0.5875,6.75,4,0.972714870395634,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vertica/src/java/org/apache/hadoop/vertica",1677,614,0.456666666666667,22.4166666666667,12,0.989791912053396,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/test/org/apache/hadoop/contrib/index/mapred",351,58,0.165,20.5,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/test/org/apache/hadoop/contrib/index/lucene",71,17,0.24,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example",293,247,1.22571428571429,4,7,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred",927,736,1.55428571428571,6.21428571428571,14,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/java/org/apache/hadoop/contrib/index/main",193,52,0.27,37,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene",644,316,0.768571428571429,11,7,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya",234,168,1.005,11,2,1,0,1,1,1,67,6,1,1,0,1,0,0
"hadoop-mapreduce-project/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/postexdiagnosis",156,91,0.58,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/postexdiagnosis/tests",257,213,0.85,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/statistics/job",502,294,3.244,25.8,5,0.958286358511838,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/util",143,62,0.43,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/test/org/apache/hadoop/raid",3278,704,0.496470588235294,13.8823529411765,17,0.990679094540613,2,1,3,1,0,10,1,1,0,1,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/test/org/apache/hadoop/hdfs",375,68,0.18,31,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/test/org/apache/hadoop/hdfs/server/namenode",18,17,0.94,1,1,1,0,1,1,1,13,25,1,1,0,1,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/test/org/apache/hadoop/hdfs/server/blockmanagement",417,60,0.14,21,1,1,0,1,1,1,469,467,1,1,0,1,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/raid",5125,1721,0.7184,24.48,25,0.992183428869203,3,1,4,5,19,34,4,0.4,0,4,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/raid/protocol",227,151,1.73,5.33333333333333,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/hdfs",422,115,0.365,14,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/hdfs/server/namenode",27,21,0.78,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/hdfs/server/datanode",294,106,0.36,33,1,0.995614035087719,1,1,2,3,9,9,3,0.333333333333333,0,3,0,0
"hadoop-mapreduce-project/src/contrib/raid/src/java/org/apache/hadoop/hdfs/server/blockmanagement",505,91,0.18,46,1,0.988906497622821,1,1,2,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/block_forensics/src/java/org/apache/hadoop/blockforensics",84,33,0.39,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/block_forensics/client",112,39,0.35,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hadoop-mapreduce-project/src/contrib/gridmix/src/test/org/apache/hadoop/mapred/gridmix",3623,1115,0.34,6.47368421052632,19,0.730905695611578,1,2,3,0,0,0,0,0,0,0,0,0
